x,result
0.5,-0.6931470737597851
1.0,0.0
1.5,0.40546499047619056
2.0,0.6931470737597851
2.5,0.916290653688209
3.0,1.0986122297852055
3.5,1.25276292195688
4.0,1.3862943227666293
4.5,1.5040773110715968
5.0,1.6094378446253923
